DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-06-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-06-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,4095,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-06-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,13550,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,16.6,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,17.2,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SouthBayUp,South Bay Upstream,45.26,-66.09333333,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,813,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-03,0:00:00,,,,,Water Bottle,Fecal Coliform,,,105,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-03,0:00:00,,,,,Water Bottle,Fecal Coliform,,,8925,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-03,0:00:00,,,,,Water Bottle,Fecal Coliform,,,50,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-07-03,0:00:00,,,,,Water Bottle,Fecal Coliform,,,2488,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-07-03,0:00:00,,,,,Water Bottle,Fecal Coliform,,,7088,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,14,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneDown,Lorneville Downstream,45.1975,-66.16222222,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,50,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneUp,Lorneville Upstream,45.19111111,-66.16944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,40,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SouthBayUp,South Bay Upstream,45.26,-66.09333333,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,95,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1570,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,180,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,12600,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,50,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-07-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,3613,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-07-10,0:00:00,,,,,Water Bottle,Fecal Coliform,,,42920,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,14.3,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneDown,Lorneville Downstream,45.1975,-66.16222222,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,2710,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneUp,Lorneville Upstream,45.19111111,-66.16944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,2640,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,19,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SouthBayUp,South Bay Upstream,45.26,-66.09333333,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1060,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-07-17,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-17,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1250,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-17,0:00:00,,,,,Water Bottle,Fecal Coliform,,,80,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-07-17,0:00:00,,,,,Water Bottle,Fecal Coliform,,,3650,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-07-17,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1150,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-21,0:00:00,,,,,Water Bottle,Fecal Coliform,,,24.6,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneDown,Lorneville Downstream,45.1975,-66.16222222,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-21,0:00:00,,,,,Water Bottle,Fecal Coliform,,,25,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneUp,Lorneville Upstream,45.19111111,-66.16944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-21,0:00:00,,,,,Water Bottle,Fecal Coliform,,,25,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-21,0:00:00,,,,,Water Bottle,Fecal Coliform,,,8.2,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SouthBayUp,South Bay Upstream,45.26,-66.09333333,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-21,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,580,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,70,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,40950,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-07-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,875,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-07-24,0:00:00,,,,,Water Bottle,Fecal Coliform,,,33075,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-28,0:00:00,,,,,Water Bottle,Fecal Coliform,,,5,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneDown,Lorneville Downstream,45.1975,-66.16222222,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-28,0:00:00,,,,,Water Bottle,Fecal Coliform,,,30,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneUp,Lorneville Upstream,45.19111111,-66.16944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-28,0:00:00,,,,,Water Bottle,Fecal Coliform,,,160,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-28,0:00:00,,,,,Water Bottle,Fecal Coliform,,,22,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SouthBayUp,South Bay Upstream,45.26,-66.09333333,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-28,0:00:00,,,,,Water Bottle,Fecal Coliform,,,130,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-07-31,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-31,0:00:00,,,,,Water Bottle,Fecal Coliform,,,14050,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-07-31,0:00:00,,,,,Water Bottle,Fecal Coliform,,,25,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-07-31,0:00:00,,,,,Water Bottle,Fecal Coliform,,,3275,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-07-31,0:00:00,,,,,Water Bottle,Fecal Coliform,,,29925,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,5.4,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneDown,Lorneville Downstream,45.1975,-66.16222222,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,40,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneUp,Lorneville Upstream,45.19111111,-66.16944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,220,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,23.4,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SouthBayUp,South Bay Upstream,45.26,-66.09333333,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,710,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,3440,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,70,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,51975,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,10,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-08-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1900,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-08-07,0:00:00,,,,,Water Bottle,Fecal Coliform,,,21650,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-11,0:00:00,,,,,Water Bottle,Fecal Coliform,,,5.2,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneDown,Lorneville Downstream,45.1975,-66.16222222,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-11,0:00:00,,,,,Water Bottle,Fecal Coliform,,,150,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneUp,Lorneville Upstream,45.19111111,-66.16944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-11,0:00:00,,,,,Water Bottle,Fecal Coliform,,,110,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SouthBayUp,South Bay Upstream,45.26,-66.09333333,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-11,0:00:00,,,,,Water Bottle,Fecal Coliform,,,100,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-08-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,110,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,28350,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-08-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,4150,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1996-08-14,0:00:00,,,,,Water Bottle,Fecal Coliform,,,26775,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,21.9,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneDown,Lorneville Downstream,45.1975,-66.16222222,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneUp,Lorneville Upstream,45.19111111,-66.16944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,40,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,22,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SouthBayUp,South Bay Upstream,45.26,-66.09333333,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1996-08-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,380,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1997-06-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,68,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1997-06-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,4600,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1997-06-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,89,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1997-06-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,210,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1997-06-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,4225,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1997-06-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,44000,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
